id_orden,fecha_venta,mes_venta,categoria,metodo_pago,region,estado_envio,genero_cliente,precio_unitario,cantidad,descuento_pct,total_venta,edad_cliente,calificacion,dias_envio,costo_envio,comentario_cliente,descripcion_producto
ORD-00120,2023-05-07,May,Alimentos,Transferencia,Este,Entregado,F,2719.74,3,0.39,4977.12,41,4.9,2,108.0,No era exactamente lo que buscaba pero funciona correctamente.,Fabricado con materiales sustentables y proceso ecológico.
ORD-00121,2023-10-15,October,Juguetes,PayPal,Centro,Entregado,F,4046.83,19,0.34,50747.25,32,2.5,11,194.5,"Muy buena compra, lo recomiendo ampliamente a todos.",Dispositivo de última generación con tecnología avanzada.
ORD-00122,2023-10-03,October,Alimentos,Efectivo,Oeste,Devuelto,M,4485.65,18,0.07,75089.78,34,3.6,12,141.04,"Muy buena compra, lo recomiendo ampliamente a todos.",Dispositivo de última generación con tecnología avanzada.
ORD-00123,2023-05-15,May,Alimentos,Transferencia,Este,Entregado,M,1624.12,18,0.36,18709.86,30,1.6,9,289.04,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Diseño ergonómico ideal para uso diario y profesional.
ORD-00124,2023-10-27,October,Electrónica,Tarjeta de débito,Este,Entregado,F,594.76,14,0.14,7160.91,24,4.9,6,105.71,"Entrega puntual, producto exactamente como se describía en la página.",Diseño ergonómico ideal para uso diario y profesional.
ORD-00125,2023-08-08,August,Juguetes,Tarjeta de crédito,Este,Devuelto,F,1178.28,8,0.15,8012.3,26,3.8,12,222.09,"Producto de alta calidad, superó todas mis expectativas.",Fabricado con materiales sustentables y proceso ecológico.
ORD-00126,2023-10-26,October,Electrónica,PayPal,Norte,Entregado,M,2164.18,12,0.36,16620.9,61,4.0,9,77.19,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Compatible con múltiples plataformas y sistemas operativos.
ORD-00127,2023-07-24,July,Electrónica,PayPal,Oeste,En tránsito,F,4099.17,10,0.21,32383.44,52,1.3,11,152.63,"Producto de alta calidad, superó todas mis expectativas.",Compatible con múltiples plataformas y sistemas operativos.
ORD-00128,2023-07-05,July,Ropa,Tarjeta de crédito,Sur,En tránsito,M,4310.62,17,0.06,68883.71,40,4.1,10,165.77,El empaque llegó dañado aunque el producto estaba bien.,Producto certificado con garantía extendida de 12 meses.
ORD-00129,2023-04-23,April,Alimentos,Transferencia,Norte,Entregado,F,84.41,11,0.15,789.23,64,4.1,3,98.73,"Producto de alta calidad, superó todas mis expectativas.",Compatible con múltiples plataformas y sistemas operativos.
ORD-00130,2023-03-12,March,Alimentos,Tarjeta de débito,Norte,Entregado,M,2578.2,2,0.29,3661.04,56,3.7,6,141.53,Tardó más de lo esperado pero el producto está bien.,Material premium con acabado de alta calidad y durabilidad.
ORD-00131,2023-09-18,September,Deportes,Efectivo,Este,Entregado,F,2116.18,4,0.07,7872.19,40,2.2,10,83.78,Tardó más de lo esperado pero el producto está bien.,Compatible con múltiples plataformas y sistemas operativos.
ORD-00132,2023-09-10,September,Juguetes,Transferencia,Norte,Entregado,F,1149.43,1,0.24,873.57,43,3.0,5,1.8,Tardó más de lo esperado pero el producto está bien.,Producto certificado con garantía extendida de 12 meses.
ORD-00133,2023-02-16,February,Deportes,Tarjeta de crédito,Sur,Entregado,F,643.33,15,0.28,6947.96,18,1.4,9,64.69,"Entrega puntual, producto exactamente como se describía en la página.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00134,2023-01-25,January,Libros,Transferencia,Norte,Entregado,M,1721.2,13,0.14,19243.02,31,2.9,13,210.02,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Material premium con acabado de alta calidad y durabilidad.
ORD-00135,2023-02-26,February,Hogar,Transferencia,Norte,Entregado,F,4717.4,8,0.28,27172.22,49,2.0,10,231.29,El empaque llegó dañado aunque el producto estaba bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-00136,2023-03-20,March,Ropa,Tarjeta de crédito,Este,Entregado,M,1649.85,4,0.35,4289.61,68,2.4,1,84.06,"Muy buena compra, lo recomiendo ampliamente a todos.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00137,2023-11-18,November,Belleza,Tarjeta de crédito,Oeste,Entregado,M,2618.01,10,0.19,21205.88,65,1.7,9,122.41,"Muy buena compra, lo recomiendo ampliamente a todos.",Edición especial con características exclusivas para el usuario.
ORD-00138,2023-03-23,March,Electrónica,Efectivo,Sur,Entregado,M,3529.94,19,0.15,57008.53,27,1.9,5,11.21,"Producto de alta calidad, superó todas mis expectativas.",Material premium con acabado de alta calidad y durabilidad.
ORD-00139,2023-12-15,December,Hogar,Tarjeta de crédito,Este,Entregado,M,1849.97,18,0.1,29969.51,18,1.3,1,71.12,"Producto de alta calidad, superó todas mis expectativas.",Diseño ergonómico ideal para uso diario y profesional.
ORD-00140,2023-08-05,August,Electrónica,Tarjeta de crédito,Norte,Entregado,M,4860.32,5,0.24,18469.22,22,4.7,10,233.77,El empaque llegó dañado aunque el producto estaba bien.,Material premium con acabado de alta calidad y durabilidad.
ORD-00141,2023-11-02,November,Hogar,Tarjeta de crédito,Sur,Entregado,F,4814.11,19,0.35,59454.26,20,3.1,8,181.8,"El producto no cumplió mis expectativas, la calidad es regular.",Diseño ergonómico ideal para uso diario y profesional.
ORD-00142,2023-02-02,February,Hogar,PayPal,Centro,En tránsito,M,1296.32,16,0.13,18044.77,66,2.6,7,61.73,El empaque llegó dañado aunque el producto estaba bien.,Dispositivo de última generación con tecnología avanzada.
ORD-00143,2023-07-17,July,Deportes,Tarjeta de crédito,Norte,Entregado,F,2511.38,1,0.16,2109.56,67,3.1,14,77.23,"Producto de alta calidad, superó todas mis expectativas.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00144,2023-07-15,July,Belleza,Tarjeta de crédito,Oeste,Devuelto,F,1539.35,12,0.16,15516.65,44,3.5,6,245.04,No era exactamente lo que buscaba pero funciona correctamente.,Dispositivo de última generación con tecnología avanzada.
ORD-00145,2023-11-02,November,Libros,Tarjeta de crédito,Norte,Entregado,F,1459.96,2,0.22,2277.54,68,4.7,2,62.73,"Entrega puntual, producto exactamente como se describía en la página.",Diseño ergonómico ideal para uso diario y profesional.
ORD-00146,2023-08-28,August,Libros,Efectivo,Oeste,Entregado,F,232.59,8,0.09,1693.26,39,1.7,5,100.25,"Entrega puntual, producto exactamente como se describía en la página.",Producto certificado con garantía extendida de 12 meses.
ORD-00147,2023-09-28,September,Electrónica,Transferencia,Centro,En tránsito,F,3067.34,18,0.33,36992.12,35,2.2,3,199.31,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Material premium con acabado de alta calidad y durabilidad.
ORD-00148,2023-05-09,May,Ropa,Tarjeta de crédito,Este,Entregado,F,2538.26,16,0.12,35738.7,33,4.9,2,168.33,"Producto de alta calidad, superó todas mis expectativas.",Compatible con múltiples plataformas y sistemas operativos.
ORD-00149,2023-10-11,October,Libros,Tarjeta de crédito,Este,Entregado,M,304.82,5,0.28,1097.35,19,2.5,14,138.26,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Edición especial con características exclusivas para el usuario.
ORD-00150,2023-01-06,January,Ropa,Efectivo,Este,Entregado,F,1429.3,13,0.21,14678.91,64,1.1,10,269.92,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Producto certificado con garantía extendida de 12 meses.
ORD-00151,2023-12-15,December,Electrónica,Transferencia,Sur,Entregado,M,4545.92,19,0.23,66506.81,30,1.6,1,65.91,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Producto certificado con garantía extendida de 12 meses.
ORD-00152,2023-02-28,February,Ropa,Efectivo,Oeste,Entregado,M,1235.83,3,0.07,3447.97,62,1.1,9,222.43,"Producto de alta calidad, superó todas mis expectativas.",Edición especial con características exclusivas para el usuario.
ORD-00153,2023-12-16,December,Hogar,Tarjeta de débito,Norte,Entregado,F,767.23,8,0.29,4357.87,33,5.0,2,47.72,"El producto no cumplió mis expectativas, la calidad es regular.",Material premium con acabado de alta calidad y durabilidad.
ORD-00154,2023-10-02,October,Hogar,Tarjeta de débito,Sur,Entregado,No especificado,2472.79,12,0.08,27299.6,25,2.1,13,184.72,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00155,2023-05-17,May,Electrónica,Tarjeta de débito,Sur,Devuelto,F,4928.97,2,0.05,9365.04,60,4.7,11,261.19,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Dispositivo de última generación con tecnología avanzada.
ORD-00156,2023-11-25,November,Ropa,Tarjeta de crédito,Norte,En tránsito,F,1248.17,11,0.22,10709.3,25,5.0,1,137.37,"Muy buena compra, lo recomiendo ampliamente a todos.",Fabricado con materiales sustentables y proceso ecológico.
ORD-00157,2023-06-24,June,Alimentos,Efectivo,Centro,Entregado,M,3377.07,12,0.28,29177.88,27,3.4,14,217.29,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Dispositivo de última generación con tecnología avanzada.
ORD-00158,2023-02-27,February,Alimentos,Tarjeta de crédito,Este,Devuelto,F,3820.02,18,0.02,67385.15,50,1.1,7,246.12,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Diseño ergonómico ideal para uso diario y profesional.
ORD-00159,2023-05-31,May,Alimentos,Tarjeta de débito,Centro,Entregado,M,1226.31,13,0.03,15463.77,48,1.3,9,40.81,Tardó más de lo esperado pero el producto está bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-00160,2023-08-11,August,Belleza,Transferencia,Centro,Entregado,F,3654.67,5,0.32,12425.88,29,2.9,6,211.75,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Compatible con múltiples plataformas y sistemas operativos.
ORD-00161,2023-03-22,March,Belleza,Transferencia,Este,En tránsito,M,1870.53,12,0.32,15263.52,26,2.6,8,275.95,"Muy buena compra, lo recomiendo ampliamente a todos.",Compatible con múltiples plataformas y sistemas operativos.
ORD-00162,2023-08-21,August,Ropa,Efectivo,Centro,Entregado,F,3179.91,2,0.1,5723.84,54,3.4,11,172.91,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Diseño ergonómico ideal para uso diario y profesional.
ORD-00163,2023-01-02,January,Electrónica,Transferencia,Sur,Entregado,No especificado,3185.97,5,0.25,11947.39,26,2.8,7,55.84,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Material premium con acabado de alta calidad y durabilidad.
ORD-00164,2023-05-15,May,Belleza,Tarjeta de débito,Norte,Entregado,F,2702.08,7,0.18,15509.94,65,4.7,9,38.08,"Muy buena compra, lo recomiendo ampliamente a todos.",Diseño ergonómico ideal para uso diario y profesional.
ORD-00165,2023-09-14,September,Libros,Efectivo,Sur,Entregado,F,496.93,12,0.25,4472.37,35,3.1,7,77.92,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Compatible con múltiples plataformas y sistemas operativos.
ORD-00166,2023-04-02,April,Deportes,Efectivo,Sur,Entregado,M,4184.75,16,0.35,43521.4,47,3.8,13,31.05,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00167,2023-09-17,September,Alimentos,Tarjeta de débito,Oeste,En tránsito,No especificado,1637.86,8,0.03,12709.79,49,4.6,6,154.02,Tardó más de lo esperado pero el producto está bien.,Material premium con acabado de alta calidad y durabilidad.
ORD-00168,2023-02-24,February,Libros,Tarjeta de débito,Este,Entregado,F,973.27,9,0.31,6044.01,57,1.6,1,20.91,"Producto de alta calidad, superó todas mis expectativas.",Compatible con múltiples plataformas y sistemas operativos.
ORD-00169,2023-11-17,November,Juguetes,Tarjeta de débito,Este,Entregado,F,251.84,15,0.2,3022.08,40,1.9,9,67.02,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Producto certificado con garantía extendida de 12 meses.
ORD-00170,2023-06-02,June,Deportes,Tarjeta de débito,Sur,Entregado,No especificado,2974.92,5,0.23,11453.44,28,1.4,10,131.97,El empaque llegó dañado aunque el producto estaba bien.,Diseño ergonómico ideal para uso diario y profesional.
ORD-00171,2023-11-24,November,Ropa,Efectivo,Este,En tránsito,No especificado,3403.94,13,0.26,32745.9,37,1.6,5,142.17,No era exactamente lo que buscaba pero funciona correctamente.,Producto certificado con garantía extendida de 12 meses.
ORD-00172,2023-09-17,September,Deportes,Transferencia,Oeste,Entregado,M,132.11,5,0.37,416.15,36,3.1,13,169.62,"El producto no cumplió mis expectativas, la calidad es regular.",Edición especial con características exclusivas para el usuario.
ORD-00173,2023-11-08,November,Belleza,Tarjeta de débito,Norte,Entregado,M,2584.86,11,0.02,27864.79,53,2.3,2,211.68,"Entrega puntual, producto exactamente como se describía en la página.",Compatible con múltiples plataformas y sistemas operativos.
ORD-00174,2023-04-12,April,Deportes,PayPal,Centro,En tránsito,F,1171.15,10,0.01,11594.38,69,2.7,14,14.17,"Producto de alta calidad, superó todas mis expectativas.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00175,2023-03-20,March,Ropa,Efectivo,Este,Entregado,F,3243.61,13,0.07,39215.24,43,4.9,12,24.19,Tardó más de lo esperado pero el producto está bien.,Diseño ergonómico ideal para uso diario y profesional.
ORD-00176,2023-07-11,July,Hogar,Tarjeta de crédito,Sur,Entregado,M,913.11,9,0.39,5012.97,27,1.6,11,18.26,"Producto de alta calidad, superó todas mis expectativas.",Edición especial con características exclusivas para el usuario.
ORD-00177,2023-03-24,March,Deportes,Transferencia,Este,Entregado,F,3470.14,14,0.29,34493.19,41,3.2,8,126.95,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Producto certificado con garantía extendida de 12 meses.
ORD-00178,2023-10-04,October,Belleza,Efectivo,Sur,Entregado,M,1964.34,18,0.25,26518.59,30,1.4,13,12.55,Tardó más de lo esperado pero el producto está bien.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00179,2023-09-29,September,Belleza,Tarjeta de débito,Centro,Entregado,M,4686.81,15,0.02,68896.11,69,2.3,4,223.82,"Producto de alta calidad, superó todas mis expectativas.",Edición especial con características exclusivas para el usuario.
ORD-00180,2023-01-01,January,Alimentos,PayPal,Este,Entregado,M,730.73,10,0.35,4749.74,63,3.1,14,66.9,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Producto certificado con garantía extendida de 12 meses.
ORD-00181,2023-11-03,November,Electrónica,Tarjeta de crédito,Centro,Entregado,M,1738.28,7,0.33,8152.53,51,4.8,3,281.76,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Dispositivo de última generación con tecnología avanzada.
ORD-00182,2023-06-15,June,Libros,Transferencia,Sur,Cancelado,F,611.69,8,0.27,3572.27,46,2.6,13,145.92,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Diseño ergonómico ideal para uso diario y profesional.
ORD-00183,2023-09-08,September,Ropa,Tarjeta de débito,Oeste,Entregado,No especificado,4627.23,3,0.14,11938.25,53,1.3,1,133.9,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00184,2023-01-10,January,Ropa,Efectivo,Oeste,Entregado,F,4392.83,15,0.03,63915.68,24,2.6,5,234.16,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Material premium con acabado de alta calidad y durabilidad.
ORD-00185,2023-02-27,February,Deportes,Efectivo,Norte,En tránsito,F,1326.81,16,0.23,16346.3,68,1.6,3,213.95,El empaque llegó dañado aunque el producto estaba bien.,Compatible con múltiples plataformas y sistemas operativos.
ORD-00186,2023-07-05,July,Hogar,Transferencia,Sur,Entregado,M,3316.92,4,0.29,9420.05,47,1.9,4,182.19,"Producto de alta calidad, superó todas mis expectativas.",Producto certificado con garantía extendida de 12 meses.
ORD-00187,2023-06-07,June,Hogar,PayPal,Sur,Entregado,F,4095.25,6,0.04,23588.64,34,3.5,9,280.54,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Fabricado con materiales sustentables y proceso ecológico.
ORD-00188,2023-05-03,May,Libros,Tarjeta de débito,Sur,Entregado,F,2798.24,1,0.25,2098.68,65,1.3,11,126.68,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00189,2023-01-30,January,Libros,Transferencia,Oeste,Entregado,F,2671.77,4,0.11,9511.5,30,2.9,14,242.56,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00190,2023-05-04,May,Belleza,Transferencia,Oeste,Entregado,M,1247.17,11,0.31,9466.02,41,3.4,7,114.03,Tardó más de lo esperado pero el producto está bien.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00191,2023-10-18,October,Hogar,Efectivo,Oeste,Entregado,F,510.86,12,0.22,4781.65,48,2.7,11,251.5,"Entrega puntual, producto exactamente como se describía en la página.",Dispositivo de última generación con tecnología avanzada.
